ID,RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars
uid_26808,1.23,Ideal,I,SI1,62.1,58.0,6.82,6.86,4.25,5600
uid_19755,1.52,Premium,I,SI2,62.2,59.0,7.36,7.27,4.56,6214
uid_36796,0.7,Very Good,F,SI1,59.7,56.9,5.73,,,2403
uid_43010,2.1404017050408557,Premium,E,SI1,61.9,58.0,4.52,4.49,2.79,788
uid_4218,0.2127389509587192,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,12770
uid_49445,1.0,Good,G,SI1,62.5,62.0,6.32,6.36,3.96,4466
uid_42061,0.51,Ideal,G,VS1,61.0,55.0,5.11,5.21,3.15,1656
uid_39604,0.76,Very Good,G,VVS2,62.3,57.0,5.79,5.84,3.62,3549
uid_8586,0.57,Ideal,H,VVS1,60.9,56.0,5.36,5.38,3.27,1949
uid_4957,1.02,Very Good,G,VS2,63.5,56.0,6.43,6.38,4.07,5758
uid_31879,0.42,Premium,F,VVS1,60.5,58.0,4.84,,2.92,1389
uid_43401,0.39,Ideal,F,VVS1,61.8,55.0,4.69,4.73,2.91,1124
uid_2972,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
uid_47907,-1.6787336967330224,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,2098
uid_36848,1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,,4956
uid_45956,0.23,Good,E,VS2,61.8,63.0,3.88,3.89,2.4,357
uid_31207,1.02,Very Good,E,SI1,58.9,58.0,6.51,6.54,3.84,5232
uid_9511,1.01,Very Good,F,VS2,62.9,55.0,6.36,6.42,4.02,7411
uid_6276,2.286692583256678,Very Good,G,VVS2,61.4,61.0,4.89,,3.02,1105
uid_27576,1.28,Ideal,D,SI1,61.5,55.0,7.01,7.05,4.32,9548
uid_11059,0.5,Ideal,D,SI1,60.9,57.0,5.11,5.13,3.12,1563
uid_816,1.71,Ideal,H,SI1,61.8,57.0,7.74,7.69,4.76,13477
uid_714,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903
uid_41901,1.13,Ideal,G,VS2,62.7,57.0,6.65,6.68,4.18,6525
uid_26077,0.3,Premium,G,,60.7,59.0,4.37,4.33,2.64,1013
uid_3552,1.25,Premium,J,,61.5,57.0,,6.93,4.28,4690
uid_36546,1.59,Ideal,H,VS1,60.7,56.0,7.54,7.58,,13839
uid_7122,1.16,Ideal,H,SI1,64.2,59.0,6.66,6.61,4.26,5411
uid_30138,1.13,Ideal,I,SI2,61.4,56.0,6.69,6.71,4.12,4481
uid_4148,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1290
uid_6954,1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99,4383
uid_44290,0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4138
uid_40973,0.48,Ideal,F,IF,62.1,55.0,5.0,5.05,3.12,2154
uid_43129,0.31,Premium,H,,60.6,59.0,4.36,4.38,2.65,707
uid_51568,0.71,Ideal,E,,62.2,57.0,5.69,,3.55,3073
uid_34539,1.22,Premium,F,VS2,62.3,57.0,6.84,6.8,,8731
uid_38311,0.42,Ideal,H,VVS2,62.0,57.0,4.82,4.79,,1055
uid_38119,1.19,Very Good,D,SI2,63.5,57.0,6.67,,4.26,5562
uid_19082,1.06,Very Good,E,SI1,63.7,55.0,6.45,6.49,4.12,5445
uid_8607,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,,773
uid_50750,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
uid_35910,0.61,Very Good,H,,61.4,57.0,5.46,5.5,3.36,1970
uid_46047,1.0,Very Good,G,VS1,62.4,60.0,6.37,6.39,3.98,6263
uid_48565,1.6,Premium,G,VVS2,60.6,60.0,7.51,7.57,4.57,16068
uid_30877,-1.1106874192745941,Premium,D,VS2,59.7,58.0,4.57,,,829
uid_42335,0.3,Ideal,E,VS2,62.3,57.0,4.3,4.27,,844
uid_17014,1.07,Ideal,I,VS1,62.0,53.0,6.61,6.62,4.1,5373
uid_37246,0.72,Ideal,F,,62.1,55.0,5.73,5.8,3.58,2440
uid_16403,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,816
uid_34321,0.55,Ideal,G,VVS2,62.5,56.0,5.22,5.25,3.27,15728
uid_45371,1.0,Ideal,I,VS2,62.4,52.0,6.41,6.45,4.02,4841
uid_28035,1.01,Very Good,E,VS2,62.9,57.0,6.34,,4.01,6552
uid_26461,0.5,Very Good,G,VVS2,62.4,56.0,5.06,5.1,3.17,1723
uid_52952,1.0,Fair,G,I1,66.4,59.0,,6.09,4.07,2808
uid_24908,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
uid_15578,0.33,Ideal,G,IF,61.6,53.0,4.43,4.47,,984
uid_8468,0.75,Premium,F,VS2,61.6,58.0,5.84,5.89,,3013
uid_33092,1.04,Ideal,H,VVS2,62.2,55.0,6.48,6.52,,-5619
uid_21061,1.56,Premium,F,SI2,63.0,58.0,7.35,7.28,4.66,6971
uid_31170,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,2623
uid_26944,0.7,Very Good,I,SI1,61.6,63.0,5.68,5.59,3.47,1856
uid_18717,1.24,Premium,F,SI2,62.2,58.0,6.86,6.8,4.25,5741
uid_33452,0.33,Premium,G,VVS2,61.0,58.0,4.48,4.44,2.72,965
uid_25296,0.49,Premium,E,,60.9,57.0,5.11,5.07,3.1,1011
uid_42720,0.5,Ideal,I,VVS2,60.5,57.0,5.14,5.17,3.12,1640
uid_24802,1.0,Very Good,F,SI1,62.5,56.0,6.38,6.42,,4643
uid_6489,2.0462268628737923,Ideal,G,VVS1,61.5,56.0,4.87,4.85,2.99,1264
uid_8884,1.02,Very Good,F,SI1,62.9,56.0,6.39,6.43,4.03,5930
uid_15222,0.31,Premium,G,SI1,60.7,60.0,,4.34,2.64,593
uid_23286,2.378689558456,Ideal,E,VS1,61.2,57.0,,4.5,2.74,805
uid_28227,0.4,Ideal,D,VS2,61.3,57.0,4.75,4.77,,982
uid_12786,0.71,Very Good,E,VS2,63.2,57.0,5.66,5.63,3.56,2437
uid_18805,0.62,Ideal,G,VS1,61.8,57.0,5.47,5.5,3.39,2141
uid_28366,0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,1217
uid_8477,0.3,Ideal,H,VVS2,62.5,54.0,4.3,4.3,2.7,567
uid_53512,1.04,Premium,I,,62.0,57.0,6.53,6.47,4.03,3774
uid_45383,0.9,Fair,E,SI2,64.5,55.0,6.12,6.03,3.92,3084
uid_10395,0.41,Ideal,E,SI1,61.5,55.0,,4.81,2.95,711
uid_11248,1.0,Good,F,,64.2,60.0,6.18,6.28,4.0,6389
uid_38290,1.1,Very Good,F,I1,59.8,61.0,6.65,6.7,3.99,3678
uid_48664,1.01,Ideal,E,SI2,63.0,56.0,6.34,6.3,3.98,4118
uid_28508,0.7,Very Good,I,SI1,62.2,58.0,5.63,5.66,3.51,2136
uid_1076,0.93,Ideal,E,SI1,59.6,57.0,6.37,6.42,3.81,4700
uid_45200,1.36,Ideal,G,VS1,61.0,56.0,7.13,7.11,4.34,10455
uid_52102,0.3,Very Good,F,,61.8,55.0,4.32,4.35,2.68,783
uid_49398,1.03,Premium,F,SI2,61.6,58.0,6.43,6.46,3.97,4503
uid_31892,0.36,Premium,E,SI1,61.3,56.0,4.62,4.58,2.82,810
uid_18444,0.44,Good,F,SI1,63.8,54.0,4.8,4.85,3.08,756
uid_7043,1.01,Very Good,F,,60.6,60.0,6.37,6.43,3.88,5743
uid_4428,0.3,Premium,G,VS1,61.8,60.0,4.29,4.32,2.66,605
uid_4915,2.2986788070602433,Ideal,G,VS2,63.0,55.0,4.31,4.29,2.71,675
uid_32035,0.91,Good,F,SI1,63.9,55.0,6.1,6.17,3.92,4279
uid_13409,-0.4416121053016153,Premium,E,IF,59.0,58.0,6.7,6.66,3.94,11946
uid_32169,1.13,Ideal,H,SI1,61.3,57.0,6.72,6.7,4.11,4556
uid_30617,0.5,Premium,H,VS1,60.3,58.0,,5.17,3.13,1395
uid_6165,0.91,Ideal,G,,62.3,56.0,,6.22,3.86,3664
uid_42031,0.31,Premium,F,VS2,61.2,58.0,4.35,4.37,2.67,625
uid_30035,1.15,Premium,H,VVS2,58.8,58.0,6.9,6.87,4.05,6917
uid_36678,1.2,Premium,H,VS2,60.6,58.0,6.88,6.82,4.15,6666
uid_23826,0.95,Premium,F,SI1,62.3,60.0,6.3,6.26,,4682
uid_27319,0.71,Ideal,E,,58.7,57.0,5.89,5.86,3.44,2340
uid_5213,0.35,Ideal,G,VVS1,61.7,56.0,4.54,4.57,2.81,887
uid_35684,1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24,6381
uid_32864,0.71,Ideal,F,VVS2,61.6,56.0,5.73,5.75,3.53,4497
uid_18310,-0.3255964415277486,Premium,H,VS2,59.6,58.0,7.14,7.08,,6095
uid_40493,0.5,Very Good,G,VVS1,63.3,53.0,5.06,5.09,3.21,1885
uid_37652,1.01,Ideal,H,SI1,62.7,56.0,6.41,6.44,4.03,4851
uid_50482,0.41,Ideal,G,VS2,62.7,56.0,4.74,4.77,2.98,827
uid_490,0.78,Good,F,SI2,62.7,61.0,5.8,5.84,3.65,2444
uid_7873,0.47,Premium,G,SI1,62.7,58.0,,4.99,3.12,931
uid_6008,1.62,Premium,F,SI1,62.6,58.0,7.53,7.48,4.7,13298
uid_32275,1.14,Very Good,G,VS1,63.4,58.0,6.67,6.61,4.21,7171
uid_23734,0.32,Ideal,G,VVS1,61.1,55.0,4.46,4.48,2.73,796
uid_47252,0.41,Ideal,F,VVS2,62.1,55.0,4.77,4.79,2.97,1036
uid_30028,1.02,Premium,H,VS2,60.0,58.0,6.56,,3.92,4958
uid_1747,0.53,Very Good,D,IF,59.8,60.0,5.22,5.28,3.14,3827
uid_19527,2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,14920
uid_43511,0.3,Premium,J,VS1,61.9,56.0,,4.28,2.66,506
uid_16879,0.26,Premium,G,VS1,61.3,60.0,4.12,4.07,2.51,491
uid_44465,1.2,Very Good,I,SI1,63.3,57.0,6.7,,4.23,4704
uid_9373,2.01,Premium,I,VS2,60.5,60.0,8.17,8.15,4.94,16778
uid_13372,1.29,Premium,I,VS2,62.2,57.0,7.01,,4.35,6279
uid_28552,2.0,Fair,H,SI2,68.7,55.0,7.9,7.67,5.35,9549
uid_44084,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,3941
uid_38389,0.69,Good,G,VS1,60.8,64.0,5.77,5.66,3.47,2202
uid_25648,1.11,Ideal,I,VS2,61.7,55.0,6.66,6.69,4.12,5506
uid_18487,0.71,Premium,E,SI2,61.1,58.0,,5.73,3.51,2306
uid_17012,0.33,Very Good,G,VVS2,61.4,55.0,4.46,4.5,2.75,692
uid_4741,0.7,Very Good,G,VVS2,62.9,59.0,5.61,5.68,3.55,-9218
uid_53386,0.3,Ideal,D,VS2,59.5,56.0,4.37,4.41,2.61,-11835
uid_44213,0.4,Good,G,SI1,63.4,58.0,4.66,4.71,2.97,655
uid_44766,1.31,Premium,E,,62.4,58.0,7.03,6.95,4.36,22431
uid_51652,1.13,Very Good,D,VVS2,61.5,58.0,6.64,6.67,,13111
uid_29696,0.32,Ideal,E,VS2,61.8,55.0,4.4,4.43,,702
uid_35565,2.01,Premium,I,SI2,60.0,61.0,8.13,8.08,4.86,13400
uid_4171,0.4,Good,J,VS1,64.0,56.0,4.66,4.69,2.99,567
uid_10779,2.4259913610159343,Premium,G,SI2,59.5,56.0,6.41,6.36,3.8,3724
uid_8230,-0.10959944351771389,Premium,F,SI1,60.7,62.0,7.72,,4.67,12681
uid_760,1.52,Premium,J,VS2,62.0,59.0,7.31,7.28,4.52,7899
uid_19385,0.7,Good,I,SI1,58.5,61.0,5.76,5.82,3.39,2276
uid_25231,3.1845241392131376,Very Good,H,SI1,62.6,57.0,,7.3,4.56,9157
uid_47695,1.25,Premium,G,VVS1,58.2,61.0,,7.05,4.12,8281
uid_9577,0.32,Premium,E,VVS1,60.8,59.0,4.45,4.43,2.7,1044
uid_4380,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,2311
uid_296,0.33,Ideal,F,,62.4,55.0,4.47,4.44,2.78,1021
uid_22842,0.7,Good,E,SI2,59.9,57.0,5.75,5.8,3.46,2026
uid_3575,0.9,Very Good,H,VS1,62.9,58.0,6.06,6.12,3.83,4309
uid_37948,0.3,Ideal,G,VS1,62.6,57.0,,4.27,2.68,776
uid_45454,0.9,Very Good,J,VS2,63.3,56.0,6.13,6.1,3.87,2686
uid_50720,0.3,Premium,I,IF,60.5,59.0,4.32,4.34,2.62,631
uid_30703,0.46,Ideal,G,VVS1,60.7,57.0,4.98,5.03,3.04,1453
uid_2821,1.51,Premium,J,VS2,62.3,59.0,,7.3,4.57,6342
uid_10725,0.53,Premium,F,I1,61.3,58.0,5.22,5.18,3.19,886
uid_6065,0.41,Ideal,F,VVS1,61.8,57.0,4.75,,2.95,1295
uid_5367,0.38,Ideal,I,,62.6,54.0,4.65,4.62,2.9,983
uid_40273,-1.527824605015925,Premium,F,SI2,61.3,58.0,4.33,4.28,2.64,506
uid_25909,1.0,Premium,D,,60.3,59.0,6.47,6.44,3.89,5880
uid_35863,2.208680195714141,Very Good,I,VS2,61.1,60.0,5.67,5.75,3.49,2166
uid_23370,0.42,Ideal,F,SI1,60.9,55.0,4.84,4.88,2.96,773
uid_37875,0.54,Premium,D,SI1,62.6,57.0,,,3.23,1650
uid_1297,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,683
uid_15043,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,891
uid_26316,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,13860
uid_45743,0.79,Ideal,H,VVS2,62.0,55.9,5.88,,3.67,3324
uid_9533,2.16,Ideal,I,VS1,62.7,56.0,,8.2,5.17,18342
uid_50072,0.76,Ideal,E,SI1,61.7,57.0,5.84,,3.62,2949
uid_49599,0.54,Ideal,G,,62.0,56.0,,,3.25,1920
uid_23768,1.01,Ideal,H,SI1,62.6,55.0,6.39,,4.01,4749
uid_15892,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,5113
uid_31314,1.07,Premium,E,SI2,60.5,59.0,6.67,6.59,4.01,4362
uid_1723,1.02,Ideal,G,,62.4,54.0,,6.47,4.02,4501
uid_2812,0.42,Ideal,E,SI1,61.5,55.0,4.9,4.82,2.99,992
uid_8868,0.78,Very Good,I,SI1,63.1,56.0,5.88,5.82,3.69,2228
uid_7896,1.0,Fair,G,VS2,69.8,54.0,6.03,5.94,4.18,4435
uid_48226,1.01,Very Good,F,VS2,62.8,59.0,,6.41,4.0,6416
uid_24941,1.26,Very Good,I,VS1,59.2,60.0,,7.02,4.18,6855
uid_50728,0.33,Premium,G,VS1,60.5,58.0,4.43,4.49,2.7,666
uid_31183,0.91,Premium,D,SI2,62.0,62.0,,6.16,,3403
uid_3745,0.32,Ideal,H,VS1,63.0,57.0,4.35,4.32,2.73,720
uid_14011,0.35,Ideal,E,VS2,62.0,57.0,,4.51,2.81,984
uid_19734,2.833905439235366,Very Good,D,SI1,63.7,55.0,6.2,6.24,3.96,5101
uid_36832,1.25,Ideal,E,VS2,62.6,56.0,6.89,6.84,4.3,8400
uid_18519,0.23,Very Good,E,VS2,60.5,58.0,3.92,3.95,2.38,402
uid_34220,0.3,Premium,D,VS2,62.0,58.0,4.32,4.29,2.67,911
uid_9348,0.3,Very Good,H,VS1,63.0,58.0,4.23,4.28,,526
uid_43959,1.39,Premium,I,I1,62.6,57.0,,7.1,4.46,3985
uid_37715,0.3,Ideal,G,VVS2,62.5,55.0,4.3,,2.7,665
uid_11212,0.72,Ideal,J,VVS1,62.4,58.0,,5.76,3.58,-12447
uid_51994,0.7,Very Good,H,SI2,61.5,63.0,5.63,5.59,3.45,1999
uid_4861,0.040669855070947225,Ideal,H,SI1,61.5,57.0,7.53,7.59,4.65,10832
uid_28422,0.6,Ideal,D,SI1,61.4,55.0,5.43,5.45,3.34,1698
uid_30864,1.12,Ideal,G,VS2,62.1,57.0,6.63,6.6,4.11,6322
uid_42241,0.9,Good,H,SI1,63.1,63.0,6.04,6.1,3.83,3484
uid_28293,1.01,Good,E,VVS2,63.9,58.0,,6.31,4.05,8569
uid_8893,0.33,Premium,H,VS1,62.4,60.0,4.42,4.39,2.75,693
uid_9702,1.51,Ideal,G,VVS2,61.8,57.0,7.36,7.31,4.53,15118
uid_41969,0.35,Very Good,H,SI2,63.2,61.0,4.49,4.47,2.83,551
uid_17575,0.42,Premium,E,SI1,61.5,58.0,4.78,4.84,2.96,722
uid_16951,0.26,Very Good,E,VVS1,59.9,58.0,4.17,4.18,2.5,597
uid_53383,2.9060553878101887,Premium,F,SI2,61.6,58.0,6.39,6.4,3.94,4416
uid_47410,1.71,Premium,H,VVS2,61.4,59.0,,7.77,,14731
uid_1085,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1063
uid_6365,1.04,Ideal,G,VS2,61.9,57.0,6.48,6.5,4.02,6628
uid_14732,3.0801709350621067,Ideal,I,SI1,62.3,58.0,6.94,7.0,4.34,6451
uid_50415,0.5,Premium,D,VS1,62.8,58.0,5.05,5.01,3.16,1807
uid_45607,0.71,Very Good,F,SI1,62.1,59.0,5.64,5.73,3.53,2346
uid_43968,0.3,Premium,E,VS2,61.9,59.0,4.33,4.29,2.67,844
uid_47971,0.6,Good,E,VS1,58.1,63.0,,5.63,3.24,2065
uid_26411,0.35,Ideal,E,VS2,62.1,56.0,4.53,4.52,2.81,984
uid_24553,1.2,Premium,E,VVS2,62.3,59.0,6.83,6.79,4.24,12787
uid_9688,1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
uid_21134,1.02,Ideal,I,,61.3,57.0,,6.49,3.97,4685
uid_28581,2.5298625733586255,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
uid_2897,1.16,Ideal,E,SI2,59.9,57.0,6.8,6.82,4.08,5001
uid_740,1.68,Ideal,H,SI1,61.9,56.0,7.63,7.72,4.75,13375
uid_36195,1.03,Very Good,I,SI1,63.0,55.0,6.37,6.42,4.03,4848
uid_32289,2.3919148527522562,Ideal,F,,62.1,57.0,5.88,5.84,3.64,3387
uid_27770,0.48,Good,F,VS1,61.5,60.7,4.99,5.05,3.09,1268
uid_14656,1.29,Very Good,I,,63.6,57.0,6.88,6.92,4.39,5771
uid_24233,0.33,Ideal,G,VS1,61.8,56.0,4.42,4.45,2.74,666
uid_6225,0.28,Ideal,G,VVS2,61.5,56.0,4.22,,2.6,14472
uid_43335,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
uid_42004,1.02,Very Good,F,VS1,62.4,58.0,,,4.02,7587
uid_3485,0.31,Premium,E,SI1,63.0,59.0,,4.26,2.7,698
uid_36856,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,742
uid_50551,0.36,Very Good,H,VS2,61.0,55.0,4.62,4.66,2.83,583
uid_31683,2.11,Premium,J,SI2,61.0,58.0,8.29,8.2,,12554
uid_32417,-0.8113150366160269,Premium,H,SI2,60.8,59.0,6.51,6.46,3.94,3733
uid_43253,-0.8910616494326888,Premium,E,SI1,61.2,62.0,6.65,5.73,3.48,2396
uid_23243,0.31,Ideal,D,SI1,62.1,56.0,4.37,4.33,2.7,13818
uid_1494,1.03,Very Good,H,SI2,63.1,56.0,6.43,6.38,4.04,3288
uid_20383,0.32,Ideal,E,VS2,62.0,57.0,4.39,4.41,2.73,702
uid_24820,1.0,Ideal,D,SI1,60.6,56.0,,6.54,3.95,5775
uid_7267,0.35,Very Good,H,SI1,60.0,61.0,4.57,4.6,2.75,491
uid_40099,0.32,Premium,E,IF,61.6,58.0,4.39,4.38,,1170
uid_37762,1.28,Ideal,E,,61.7,57.0,6.93,6.97,4.29,-2542
uid_15704,0.37,Ideal,I,,60.6,57.0,,4.66,2.81,768
uid_27042,0.4,Ideal,F,VVS1,61.3,56.0,4.73,4.76,2.91,1263
uid_1141,0.36,Very Good,E,VS2,62.8,56.0,,4.54,2.84,789
uid_4461,-0.2518632843114099,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
uid_44245,0.33,Ideal,G,VVS2,61.5,55.0,4.47,4.51,,713
uid_19090,0.5,Ideal,H,VS2,61.5,56.0,5.11,,3.15,1626
uid_21496,0.59,Premium,G,I1,59.7,59.0,5.48,5.45,3.26,940
uid_43276,1.12,Ideal,G,SI2,61.5,57.0,6.74,6.68,4.13,5018
uid_12316,0.32,Ideal,E,SI1,61.5,55.0,4.4,4.44,2.72,682
uid_25347,0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72,917
uid_1549,0.44,Ideal,E,VS2,62.4,57.0,4.88,4.9,3.05,1003
uid_14098,0.41,Good,F,VVS2,59.2,63.0,4.82,4.87,2.87,1150
uid_42975,0.3,Premium,I,VS1,61.7,59.0,4.26,4.3,2.64,473
uid_51397,-1.7264732390248392,Ideal,H,SI2,62.5,53.0,4.09,4.13,2.57,362
uid_29058,-1.1930183611055059,Ideal,E,SI2,61.8,56.0,6.19,6.27,3.85,4160
uid_48751,0.72,Premium,F,VS2,62.1,57.0,5.73,5.71,3.55,2724
uid_6540,1.0,Premium,J,VS2,60.7,61.0,6.5,6.41,3.92,3685
uid_20628,1.63,Ideal,E,SI1,60.5,59.0,7.66,7.62,4.62,14022
uid_51574,0.41,Very Good,G,IF,60.9,59.0,4.8,4.85,2.94,1197
uid_38865,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
uid_29142,0.4,Very Good,E,,62.9,59.0,4.69,4.72,,687
uid_31675,0.34,Premium,G,SI1,59.7,59.0,4.54,4.5,2.7,650
uid_22254,0.9,Very Good,D,VS2,63.3,59.0,,6.17,3.89,4981
uid_41963,-0.5418822352134811,Ideal,G,SI1,61.8,55.0,6.75,6.78,4.18,5908
uid_15782,0.26,Ideal,E,VS1,62.3,57.0,,4.08,2.53,556
uid_8717,0.51,Good,E,VS2,63.8,55.0,5.08,5.05,3.23,1662
uid_16662,-1.631527406832844,Ideal,E,VVS1,61.8,55.0,4.4,4.43,2.73,921
uid_2714,0.32,Very Good,I,VS1,59.8,60.0,4.44,,2.66,505
uid_40166,0.56,Very Good,E,VS2,61.4,61.0,,5.31,3.25,1819
uid_11287,0.51,Very Good,E,VVS1,59.9,57.0,5.22,5.24,3.14,2501
uid_11597,0.31,Very Good,F,,61.1,58.1,4.33,4.37,2.66,605
uid_29292,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,1316
uid_31393,1.24,Ideal,J,VS2,62.8,56.0,6.83,6.8,,5451
uid_7540,0.32,Ideal,D,,59.3,55.0,4.51,4.53,2.68,589
uid_4968,1.35,Very Good,H,SI2,62.2,56.0,7.02,7.06,4.38,6088
uid_31450,0.72,Premium,F,VS1,62.4,58.0,5.83,,3.6,2802
uid_17068,0.27,Ideal,I,VS1,61.9,54.0,4.15,4.18,2.58,432
uid_23216,-0.9159748575057847,Good,F,VS2,63.9,59.0,,6.35,4.07,6662
uid_16198,0.4,Very Good,F,SI1,63.3,57.0,,4.73,2.98,798
uid_31998,0.41,Premium,I,SI2,61.6,59.0,4.79,4.76,,692
uid_10454,2.01,Good,H,SI1,63.2,58.0,7.93,7.98,,15919
uid_13340,1.91,Premium,I,SI1,63.0,59.0,7.91,7.87,4.97,13367
uid_18074,0.56,Ideal,E,VS1,60.8,55.0,,5.32,3.25,1791
uid_48969,0.59,Very Good,G,IF,60.9,57.0,5.38,5.42,3.29,2611
uid_4348,0.37,Ideal,E,VS2,62.5,56.0,4.61,,,1041
uid_18430,1.08,Ideal,I,SI2,62.3,57.0,6.56,6.61,4.1,4130
uid_39435,2.287048439381297,Ideal,E,VS2,61.1,57.0,5.41,5.39,3.3,14862
uid_41040,0.76,Premium,D,VS1,60.6,58.0,5.95,5.89,3.59,3894
uid_36289,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,709
uid_24795,1.01,Ideal,G,SI2,61.2,57.0,6.45,6.4,3.92,4038
uid_9891,0.32,Ideal,G,,61.1,55.0,4.45,4.42,2.71,936
uid_1879,0.33,Very Good,G,VVS2,63.0,56.0,4.42,4.47,2.8,672
uid_35238,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.33,2.68,872
uid_46685,1.01,Good,G,VVS2,62.4,59.0,6.32,,3.96,7332
uid_22546,0.25,Very Good,F,VVS1,60.7,59.0,4.07,4.1,2.48,576
uid_12685,1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
uid_39401,0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,,1058
uid_15389,3.1218494459093997,Good,J,IF,62.1,60.0,6.81,6.87,4.25,6299
uid_29898,1.07,Premium,F,SI2,62.4,57.0,6.58,6.53,4.09,4573
uid_9836,2.8208090833252095,Ideal,H,VS2,61.4,55.0,6.53,6.57,4.02,5993
uid_10386,1.2,Premium,G,VVS2,59.7,60.0,7.0,6.91,4.15,9475
uid_4966,0.31,Ideal,F,,61.0,56.0,4.39,4.43,2.69,914
uid_28195,1.54,Ideal,G,VS2,62.0,55.6,,7.44,4.59,13110
uid_52710,-1.0494313681851317,Very Good,E,SI1,63.4,59.0,6.38,6.34,4.03,5002
uid_6905,2.29,Premium,J,IF,61.4,60.0,8.49,8.45,5.2,18594
uid_32216,2.6751333695324537,Premium,F,SI1,62.7,55.0,4.83,4.8,3.02,992
uid_34029,0.55,Ideal,D,VS2,61.0,56.0,5.31,5.28,3.23,1768
uid_34812,1.51,Very Good,J,SI1,62.3,59.0,7.22,7.28,4.52,7637
uid_31447,0.9,Premium,D,SI2,59.2,60.0,6.34,6.3,,4114
uid_42143,0.91,Ideal,G,VS1,61.3,56.0,6.28,6.21,,4029
uid_41865,1.01,Very Good,D,SI1,63.6,59.0,6.33,6.37,4.04,6270
uid_13137,0.5,Good,E,SI1,63.6,56.0,,5.0,3.19,1188
uid_1257,0.5,Very Good,J,SI1,63.3,60.0,4.99,4.97,3.15,963
uid_16140,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,,1836
uid_6053,0.32,Ideal,D,SI1,61.5,56.0,4.41,4.44,2.72,715
uid_8259,-1.3882842695824298,Very Good,F,SI1,62.4,58.0,,5.68,3.53,2553
uid_23285,0.41,Very Good,G,VVS2,59.1,60.0,4.84,4.87,2.87,889
uid_18490,0.32,Ideal,E,VS2,61.4,57.0,4.46,4.4,2.72,780
uid_43226,0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67,2809
uid_30801,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
uid_34266,0.4,Ideal,F,SI2,61.5,56.0,4.75,4.78,2.93,764
uid_11783,0.93,Ideal,E,VS2,62.4,56.0,6.26,,3.92,5411
uid_27954,0.61,Premium,H,VS2,62.8,59.0,5.44,5.3,3.37,1719
uid_14323,0.27,Ideal,E,VVS2,61.8,57.0,4.16,4.12,2.56,799
uid_48913,0.55,Premium,E,SI2,58.4,61.0,5.37,5.31,3.12,1134
uid_43740,1.04,Premium,E,SI2,60.1,60.0,6.53,6.51,3.92,4436
uid_24835,1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28,5913
uid_5093,2.4,Good,I,,56.9,62.0,8.87,8.81,5.03,18541
uid_15705,1.3,Very Good,H,SI1,63.4,57.0,6.93,6.88,4.38,6307
uid_6853,0.34,Premium,E,SI2,61.5,58.0,4.52,4.49,2.77,612
